index,reactant,reagent,product,catalyst,methanol_sty,time_h,temperature_c,pressure_bar,h2_co2_ratio,ghsv_h-1,catalyst_components_count,catalyst_primary_loading_wt,source_dataset
suvarna-795,O=C=O,[H][H],CO,[Cu].[Ti].[Pd],4.3776,1.0,249.85,41.0,3.0,3600.0,3.0,8.6,suvarna
suvarna-796,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],4.370432,1.0,209.85,30.0,3.0,2240.0,3.0,45.5507,suvarna
suvarna-797,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Nd],4.352895999999999,1.0,209.85,30.0,3.0,2240.0,4.0,44.934999999999995,suvarna
suvarna-798,O=C=O,[H][H],CO,[Cu].[Al],4.35,1.0,229.85,100.0,3.8,10588.235294117649,2.0,18.0,suvarna
suvarna-799,O=C=O,[H][H],CO,[Pd].[Zn].[Al],4.34151551713109,1.0,199.85,30.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-800,O=C=O,[H][H],CO,[In].[Pt],4.34112236407017,1.0,219.85,20.0,3.0,24000.0,2.0,97.5,suvarna
suvarna-801,O=C=O,[H][H],CO,[Cu].[Zn],4.3388128479657295,1.0,219.85,30.0,3.0,2399.7858672376874,2.0,43.84,suvarna
suvarna-802,O=C=O,[H][H],CO,[In].[Rh],4.30939226519335,1.0,199.85,50.0,4.0,21000.0,2.0,98.93,suvarna
suvarna-803,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],4.30414285714285,1.0,179.85000000000002,10.0,3.0,8800.0,3.0,31.0,suvarna
suvarna-804,O=C=O,[H][H],CO,[Cu].[Zn].[Ti],4.29903208364724,1.0,199.85,30.0,3.0,2400.0,3.0,30.0,suvarna
suvarna-805,O=C=O,[H][H],CO,[Cu].[Zn],4.2505350107066295,1.0,259.85,30.0,3.0,2399.7858672376874,2.0,43.84,suvarna
suvarna-806,O=C=O,[H][H],CO,[Cu].[Al].[Ba],4.25,1.0,229.85,30.0,3.8,10588.235294117649,3.0,17.099999999999998,suvarna
suvarna-807,O=C=O,[H][H],CO,[Cu].[Zn].[Al],4.24,1.0,229.85,100.0,3.8,10588.235294117649,3.0,15.76,suvarna
suvarna-808,O=C=O,[H][H],CO,[Cu].[Al].[Ba],4.24,1.0,229.85,100.0,3.8,10588.235294117649,3.0,17.099999999999998,suvarna
suvarna-809,O=C=O,[H][H],CO,[Cu].[Al].[Ba],4.19,1.0,279.85,360.0,3.8,10588.235294117649,3.0,17.099999999999998,suvarna
suvarna-810,O=C=O,[H][H],CO,[Cu].[Al].[Zn].[Zr].[Mn],4.183,1.0,269.85,16.0,3.0,4320.0,5.0,10.0,suvarna
suvarna-811,O=C=O,[H][H],CO,[Pd].[Ti].[Zn],4.1504,1.0,224.85,20.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-812,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Si],4.1298880835854295,1.0,239.85,20.0,3.0,15600.0,4.0,30.0,suvarna
suvarna-813,O=C=O,[H][H],CO,[In].[Zr],4.05141328991182,1.0,359.85,20.0,3.0,9000.0,2.0,20.0,suvarna
suvarna-814,O=C=O,[H][H],CO,[Pd].[Zn],4.04159999999999,1.0,224.85,20.0,3.0,3600.0,2.0,5.0,suvarna
suvarna-815,O=C=O,[H][H],CO,[Cu].[Al].[Ba],4.02,1.0,259.85,360.0,3.8,10588.235294117649,3.0,17.099999999999998,suvarna
suvarna-816,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],4.0,1.0,219.85,80.0,3.0,900.0,3.0,2.0,suvarna
suvarna-817,O=C=O,[H][H],CO,[Cu].[Zn].[Pd],4.0,1.0,219.85,80.0,3.0,900.0,3.0,50.25,suvarna
suvarna-818,O=C=O,[H][H],CO,[In].[Zr],4.0,1.0,279.85,50.0,4.0,24000.0,2.0,4.9,suvarna
suvarna-819,O=C=O,[H][H],CO,[In].[Al],4.0,1.0,279.85,50.0,4.0,24000.0,2.0,4.8,suvarna
suvarna-820,O=C=O,[H][H],CO,[In],3.9963857142857098,1.0,249.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-821,O=C=O,[H][H],CO,[Cu].[Al],3.9899999999999998,1.0,279.85,360.0,3.8,10588.235294117649,2.0,18.0,suvarna
suvarna-822,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],3.9812351627622498,1.0,259.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-823,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],3.9808000000000003,1.0,249.85,30.0,3.0,10000.0,3.0,16.2,suvarna
suvarna-824,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],3.9648000000000003,1.0,269.85,30.0,3.0,10000.0,3.0,14.2,suvarna
suvarna-825,O=C=O,[H][H],CO,[Cu].[Zn].[Al],3.92999999999999,1.0,219.85,40.0,3.0,1500.0,3.0,23.61,suvarna
suvarna-826,O=C=O,[H][H],CO,[Cu].[Zn],3.90404407496594,1.0,199.85,30.0,3.0,2400.0,2.0,44.0,suvarna
suvarna-827,O=C=O,[H][H],CO,[In].[Al],3.9,1.0,249.85,40.0,3.0,21600.0,2.0,12.3,suvarna
suvarna-828,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],3.89328279729241,1.0,199.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-829,O=C=O,[H][H],CO,[Pd].[Zn],3.8912000000000004,1.0,224.85,20.0,3.0,3600.0,2.0,5.0,suvarna
suvarna-830,O=C=O,[H][H],CO,[Pd].[Zn].[Al],3.8896204481046297,1.0,219.85,30.0,3.0,3600.0,3.0,2.0,suvarna
suvarna-831,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],3.8784,1.0,259.85,30.0,3.0,10000.0,3.0,14.2,suvarna
suvarna-832,O=C=O,[H][H],CO,[In].[Ga],3.8696255201109504,1.0,339.85,30.0,3.0,4500.0,2.0,24.0,suvarna
suvarna-833,O=C=O,[H][H],CO,[Cu].[Zr],3.84,1.0,249.85,20.0,3.0,10800.0,2.0,28.0,suvarna
suvarna-834,O=C=O,[H][H],CO,[Pd].[Zn],3.80627027027026,1.0,249.85,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-835,O=C=O,[H][H],CO,[Cu].[Ti].[Pd],3.8016,1.0,249.85,41.0,3.0,3600.0,3.0,8.6,suvarna
suvarna-836,O=C=O,[H][H],CO,[Cu].[Al].[Ba],3.71,1.0,169.85000000000002,360.0,3.8,10588.235294117649,3.0,17.099999999999998,suvarna
suvarna-837,O=C=O,[H][H],CO,[Pd].[Zn].[C],3.70805370455111,1.0,249.85,30.0,3.0,1800.0,3.0,2.0,suvarna
suvarna-838,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],3.696,1.0,259.85,30.0,3.0,10000.0,3.0,14.2,suvarna
suvarna-839,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],3.66056549446308,1.0,239.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-840,O=C=O,[H][H],CO,[In],3.6593485714285703,1.0,249.85,40.0,4.0,9000.0,1.0,100.0,suvarna
suvarna-841,O=C=O,[H][H],CO,[Pd].[Ti],3.6479999999999997,1.0,199.85,20.0,3.0,3600.0,2.0,5.0,suvarna
suvarna-842,O=C=O,[H][H],CO,[In].[Ag],3.6466119189526602,1.0,224.85,50.0,4.0,21000.0,2.0,99.67,suvarna
suvarna-843,O=C=O,[H][H],CO,[In],3.63539489323332,1.0,224.85,50.0,4.0,21000.0,1.0,100.0,suvarna
suvarna-844,O=C=O,[H][H],CO,[Cu].[Zn].[Al],3.63314285714285,1.0,179.85000000000002,10.0,3.0,8800.0,3.0,27.0,suvarna
suvarna-845,O=C=O,[H][H],CO,[In].[Al],3.5999999999999996,1.0,299.85,40.0,3.0,21600.0,2.0,6.2,suvarna
suvarna-846,O=C=O,[H][H],CO,[In],3.57192922026947,1.0,224.85,50.0,4.0,21000.0,1.0,100.0,suvarna
suvarna-847,O=C=O,[H][H],CO,[Cu].[Si].[Pd],3.5712,1.0,249.85,41.0,3.0,3600.0,3.0,8.6,suvarna
suvarna-848,O=C=O,[H][H],CO,[Pd].[Si].[Cu],3.5712,1.0,249.85,41.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-849,O=C=O,[H][H],CO,[Cu].[Al].[Ba],3.55,1.0,259.85,30.0,3.8,10588.235294117649,3.0,17.099999999999998,suvarna
suvarna-850,O=C=O,[H][H],CO,[Pd].[Si].[Cu],3.52988071457107,1.0,249.85,41.0,3.0,3600.0,3.0,7.0,suvarna
suvarna-851,O=C=O,[H][H],CO,[Cu].[Al],3.52,1.0,259.85,360.0,3.8,10588.235294117649,2.0,18.0,suvarna
suvarna-852,O=C=O,[H][H],CO,[Pd].[Zn].[C],3.50012396198323,1.0,249.85,30.0,3.0,1800.0,3.0,2.5,suvarna
suvarna-853,O=C=O,[H][H],CO,[Cu].[Al].[Ba],3.5000000000000004,1.0,279.85,30.0,3.8,10588.235294117649,3.0,17.099999999999998,suvarna
suvarna-854,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],3.4953428571428504,1.0,239.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-855,O=C=O,[H][H],CO,[Cu].[Zn].[Al],3.49,1.0,219.85,40.0,3.0,1500.0,3.0,15.76,suvarna
suvarna-856,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[N],3.4799999999999995,1.0,199.85,30.0,3.0,2240.0,4.0,36.0,suvarna
suvarna-857,O=C=O,[H][H],CO,[Pd].[Zn],3.45900781609605,1.0,274.85,1.0,9.0,7500.0,2.0,18.1,suvarna
suvarna-858,O=C=O,[H][H],CO,[Cu].[C].[In],3.44981412639404,1.0,279.85,5.0,3.0,7500.0,3.0,8.4,suvarna
suvarna-859,O=C=O,[H][H],CO,[In],3.41445898321366,1.0,239.85,30.0,3.0,7500.0,1.0,100.0,suvarna
suvarna-860,O=C=O,[H][H],CO,[In].[Zr],3.4062996798800698,1.0,249.85,1.0,3.0,6000.0,2.0,9.0,suvarna
suvarna-861,O=C=O,[H][H],CO,[In],3.39722678571428,1.0,249.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-862,O=C=O,[H][H],CO,[Cu].[Al],3.37,1.0,199.85,100.0,3.8,10588.235294117649,2.0,18.0,suvarna
suvarna-863,O=C=O,[H][H],CO,[In],3.3612425606271796,1.0,259.85,40.0,4.0,16000.0,1.0,100.0,suvarna
suvarna-864,O=C=O,[H][H],CO,[Cu].[Al].[Ba],3.35,1.0,259.85,100.0,3.8,10588.235294117649,3.0,17.099999999999998,suvarna
suvarna-865,O=C=O,[H][H],CO,[Cu].[Zr].[C],3.34,1.0,219.85,30.0,3.0,3600.0,3.0,12.3,suvarna
suvarna-866,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],3.30559999999999,1.0,249.85,20.0,3.0,18000.0,3.0,6.8,suvarna
suvarna-867,O=C=O,[H][H],CO,[Pd].[Zn],3.3048324073549,1.0,249.85,30.0,3.0,1800.0,2.0,4.0,suvarna
suvarna-868,O=C=O,[H][H],CO,[Pd].[Zn],3.28595864485249,1.0,224.85,1.0,9.0,7500.0,2.0,18.1,suvarna
suvarna-869,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Si],3.24348911284506,1.0,259.85,20.0,3.0,15600.0,4.0,31.5,suvarna
suvarna-870,O=C=O,[H][H],CO,[Pd].[Si].[Cu],3.2256,1.0,249.85,41.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-871,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[N],3.2256,1.0,199.85,30.0,3.0,2240.0,4.0,37.5,suvarna
suvarna-872,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],3.2096,1.0,249.85,30.0,3.0,10000.0,3.0,14.2,suvarna
suvarna-873,O=C=O,[H][H],CO,[Pd].[Zn],3.2064000000000004,1.0,224.85,20.0,3.0,3600.0,2.0,5.0,suvarna
suvarna-874,O=C=O,[H][H],CO,[In].[Ga],3.20577480771655,1.0,319.85,30.0,3.0,4500.0,2.0,39.0,suvarna
suvarna-875,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Mg],3.1740681423429202,1.0,179.85000000000002,80.0,3.0,13200.0,4.0,56.26,suvarna
suvarna-876,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Si],3.16917745079422,1.0,259.85,20.0,3.0,15600.0,4.0,30.8,suvarna
suvarna-877,O=C=O,[H][H],CO,[Pd].[Si].[Cu],3.16803835397522,1.0,249.85,41.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-878,O=C=O,[H][H],CO,[Pd].[Zn].[C],3.15965841879896,1.0,259.85,30.0,3.0,1800.0,3.0,2.0,suvarna
suvarna-879,O=C=O,[H][H],CO,[Cu].[Al].[Zn].[Zr].[Mn],3.1,1.0,249.85,20.0,3.0,2016.0,5.0,10.0,suvarna
suvarna-880,O=C=O,[H][H],CO,[In].[Al],3.1,1.0,249.85,40.0,3.0,21600.0,2.0,9.8,suvarna
suvarna-881,O=C=O,[H][H],CO,[Pd].[Zn].[C],3.07976426123273,1.0,239.85,30.0,3.0,1800.0,3.0,2.0,suvarna
suvarna-882,O=C=O,[H][H],CO,[In],3.00877714285714,1.0,249.85,40.0,2.0,9000.0,1.0,100.0,suvarna
suvarna-883,O=C=O,[H][H],CO,[Cu].[Al].[Ba],3.0,1.0,199.85,30.0,3.8,10588.235294117649,3.0,17.099999999999998,suvarna
suvarna-884,O=C=O,[H][H],CO,[In].[Ce],3.0,1.0,279.85,50.0,4.0,24000.0,2.0,5.1,suvarna
suvarna-885,O=C=O,[H][H],CO,[Cu].[Ti].[Pd],2.9952,1.0,249.85,41.0,3.0,3600.0,3.0,8.6,suvarna
suvarna-886,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],2.9935285714285698,1.0,239.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-887,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],2.99256428571428,1.0,219.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-888,O=C=O,[H][H],CO,[Pd].[Zn].[Al],2.96124104317497,1.0,179.85000000000002,30.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-889,O=C=O,[H][H],CO,[In],2.95603050910193,1.0,239.85,30.0,3.0,7500.0,1.0,100.0,suvarna
suvarna-890,O=C=O,[H][H],CO,[Pd].[Zn].[C],2.95426462190935,1.0,259.85,30.0,3.0,1800.0,3.0,2.5,suvarna
suvarna-891,O=C=O,[H][H],CO,[In].[Ir],2.95247905122509,1.0,199.85,50.0,4.0,21000.0,2.0,94.3,suvarna
suvarna-892,O=C=O,[H][H],CO,[Pd].[Zn].[C],2.9276253235869296,1.0,239.85,30.0,3.0,1800.0,3.0,2.5,suvarna
suvarna-893,O=C=O,[H][H],CO,[Pd].[Zn],2.91113513513512,1.0,224.85,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-894,O=C=O,[H][H],CO,[Cu].[Zr].[C],2.8899999999999997,1.0,219.85,30.0,3.0,3600.0,3.0,12.8,suvarna
suvarna-895,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],2.88395023995129,1.0,259.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-896,O=C=O,[H][H],CO,[Cu].[S],2.88,1.0,259.85,30.0,3.0,12000.0,2.0,8.4,suvarna
suvarna-897,O=C=O,[H][H],CO,[In].[Pt],2.8519711363224802,1.0,219.85,20.0,3.0,24000.0,2.0,99.42,suvarna
suvarna-898,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],2.8224,1.0,249.85,30.0,3.0,3000.0,3.0,10.0,suvarna
suvarna-899,O=C=O,[H][H],CO,[Cu].[Al].[Zn].[Zr].[Mn],2.81981981981981,1.0,229.85,20.0,3.0,4320.0,5.0,10.0,suvarna
suvarna-900,O=C=O,[H][H],CO,[Cu].[S],2.81,1.0,219.85,30.0,3.0,12000.0,2.0,8.4,suvarna
suvarna-901,O=C=O,[H][H],CO,[Pd].[Zn],2.80081023662231,1.0,239.85,30.0,3.0,1800.0,2.0,4.0,suvarna
suvarna-902,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],2.8000000000000003,1.0,229.85,30.0,3.0,3000.0,3.0,10.0,suvarna
suvarna-903,O=C=O,[H][H],CO,[In].[Ru],2.7925052628466998,1.0,199.85,50.0,4.0,21000.0,2.0,99.0,suvarna
suvarna-904,O=C=O,[H][H],CO,[In].[Si].[Ni].[Al],2.7874564459930298,1.0,259.85,1.0,3.0,12000.0,4.0,3.5,suvarna
suvarna-905,O=C=O,[H][H],CO,[In].[Zr],2.78453729712311,1.0,289.85,1.0,3.0,6000.0,2.0,9.0,suvarna
suvarna-906,O=C=O,[H][H],CO,[Cu].[S],2.78,1.0,239.85,30.0,3.0,12000.0,2.0,8.4,suvarna
suvarna-907,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],2.7615999999999903,1.0,269.85,30.0,3.0,3000.0,3.0,10.0,suvarna
suvarna-908,O=C=O,[H][H],CO,[Pd].[Zn],2.756443055953,1.0,259.85,30.0,3.0,1800.0,2.0,4.0,suvarna
suvarna-909,O=C=O,[H][H],CO,[Pd].[Ce],2.71580339005709,1.0,239.85,30.0,3.0,6000.0,2.0,1.96,suvarna
suvarna-910,O=C=O,[H][H],CO,[In].[Zr],2.65907187847741,1.0,399.85,20.0,3.0,9000.0,2.0,20.0,suvarna
suvarna-911,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],2.656,1.0,249.85,30.0,3.0,10000.0,3.0,14.2,suvarna
suvarna-912,O=C=O,[H][H],CO,[In].[Ga],2.6554028495776,1.0,319.85,30.0,3.0,4500.0,2.0,55.0,suvarna
suvarna-913,O=C=O,[H][H],CO,[In],2.65016454836315,1.0,339.85,40.0,4.0,8000.0,1.0,100.0,suvarna
suvarna-914,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],2.64,1.0,209.85,30.0,3.0,3000.0,3.0,10.0,suvarna
suvarna-915,O=C=O,[H][H],CO,[Pd].[Zn].[Al],2.62247684980965,1.0,199.85,30.0,3.0,3600.0,3.0,2.0,suvarna
suvarna-916,O=C=O,[H][H],CO,[In],2.60959579771378,1.0,239.85,30.0,3.0,7500.0,1.0,100.0,suvarna
suvarna-917,O=C=O,[H][H],CO,[Pd].[Zn],2.54529729729728,1.0,224.85,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-918,O=C=O,[H][H],CO,[In],2.54314285714285,1.0,399.85,40.0,2.0,9000.0,1.0,100.0,suvarna
suvarna-919,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],2.5425,1.0,219.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-920,O=C=O,[H][H],CO,[In].[Ga],2.54192409532215,1.0,339.85,30.0,3.0,4500.0,2.0,39.0,suvarna
suvarna-921,O=C=O,[H][H],CO,[Cu].[Zn].[Al],2.52,1.0,239.85,40.0,3.0,1500.0,3.0,6.94,suvarna
suvarna-922,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],2.52,1.0,239.85,40.0,3.0,1500.0,3.0,37.0,suvarna
suvarna-923,O=C=O,[H][H],CO,[In].[Zr],2.50010344938465,1.0,399.85,20.0,3.0,9000.0,2.0,20.0,suvarna
suvarna-924,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],2.4891428571428498,1.0,159.85000000000002,10.0,3.0,8800.0,3.0,31.0,suvarna
suvarna-925,O=C=O,[H][H],CO,[Pd].[Ce],2.48270824256096,1.0,259.85,30.0,3.0,2400.0,2.0,5.0,suvarna
suvarna-926,O=C=O,[H][H],CO,[Pd].[Ce],2.45883220913233,1.0,239.85,30.0,3.0,10000.0,2.0,1.96,suvarna
suvarna-927,O=C=O,[H][H],CO,[In].[Ga],2.45114109191778,1.0,339.85,30.0,3.0,4500.0,2.0,12.0,suvarna
suvarna-928,O=C=O,[H][H],CO,[In].[Zr],2.4330326668118003,1.0,399.85,20.0,3.0,9000.0,2.0,20.0,suvarna
suvarna-929,O=C=O,[H][H],CO,[Cu].[Ti].[Pd],2.4192,1.0,249.85,41.0,3.0,3600.0,3.0,8.6,suvarna
suvarna-930,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],2.4053574815985397,1.0,239.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-931,O=C=O,[H][H],CO,[In],2.37479195296841,1.0,239.85,30.0,3.0,7500.0,1.0,100.0,suvarna
suvarna-932,O=C=O,[H][H],CO,[Pd].[Ce],2.36422195975927,1.0,249.85,30.0,3.0,2400.0,2.0,5.0,suvarna
suvarna-933,O=C=O,[H][H],CO,[Pd].[Ce],2.3420338114437,1.0,239.85,30.0,3.0,14000.0,2.0,1.96,suvarna
suvarna-934,O=C=O,[H][H],CO,[Cu].[Al],2.31,1.0,279.85,30.0,3.8,10588.235294117649,2.0,18.0,suvarna
suvarna-935,O=C=O,[H][H],CO,[Pd].[S].[Cu],2.3040000000000003,1.0,249.85,41.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-936,O=C=O,[H][H],CO,[Pd].[Zn],2.27286486486485,1.0,249.85,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-937,O=C=O,[H][H],CO,[Cu].[Al],2.26,1.0,229.85,30.0,3.8,10588.235294117649,2.0,18.0,suvarna
suvarna-938,O=C=O,[H][H],CO,[In],2.22370971428571,1.0,399.85,40.0,4.0,9000.0,1.0,100.0,suvarna
suvarna-939,O=C=O,[H][H],CO,[Cu].[Al],2.22,1.0,259.85,100.0,3.8,10588.235294117649,2.0,18.0,suvarna
suvarna-940,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],2.19208763311517,1.0,199.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-941,O=C=O,[H][H],CO,[In].[Ga],2.19013995713023,1.0,339.85,30.0,3.0,4500.0,2.0,55.0,suvarna
suvarna-942,O=C=O,[H][H],CO,[Cu].[S],2.12,1.0,279.85,30.0,3.0,12000.0,2.0,8.4,suvarna
suvarna-943,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],2.08,1.0,269.85,30.0,3.0,3000.0,3.0,20.0,suvarna
suvarna-944,O=C=O,[H][H],CO,[Pd].[Zn],2.06270270270269,1.0,274.85,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-945,O=C=O,[H][H],CO,[Cu].[Al],2.0500000000000003,1.0,259.85,30.0,3.8,10588.235294117649,2.0,18.0,suvarna
suvarna-946,O=C=O,[H][H],CO,[Cu].[Zn].[Al],2.0224285714285704,1.0,159.85000000000002,10.0,3.0,8800.0,3.0,27.0,suvarna
suvarna-947,O=C=O,[H][H],CO,[Cu].[Al],2.01,1.0,279.85,100.0,3.8,10588.235294117649,2.0,18.0,suvarna
suvarna-948,O=C=O,[H][H],CO,[In].[Ga],2.00857395032151,1.0,319.85,30.0,3.0,4500.0,2.0,45.0,suvarna
suvarna-949,O=C=O,[H][H],CO,[Cu].[Al].[Zn].[Zr],1.994,1.0,249.85,20.0,3.0,2016.0,4.0,10.0,suvarna
suvarna-950,O=C=O,[H][H],CO,[In],1.98387,1.0,399.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-951,O=C=O,[H][H],CO,[Cu].[Zn].[Al],1.9800000000000002,1.0,219.85,40.0,3.0,1500.0,3.0,6.94,suvarna
suvarna-952,O=C=O,[H][H],CO,[Cu].[Ti].[Pd],1.9584000000000001,1.0,249.85,41.0,3.0,3600.0,3.0,8.6,suvarna
suvarna-953,O=C=O,[H][H],CO,[Cu].[Al],1.95,1.0,169.85000000000002,100.0,3.8,10588.235294117649,2.0,18.0,suvarna
suvarna-954,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],1.9071999999999998,1.0,269.85,30.0,3.0,3000.0,3.0,5.0,suvarna
suvarna-955,O=C=O,[H][H],CO,[In].[Ga],1.84970369436388,1.0,359.85,30.0,3.0,4500.0,2.0,24.0,suvarna
suvarna-956,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],1.8472499999999998,1.0,219.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-957,O=C=O,[H][H],CO,[Pd].[Ti],1.84639999999999,1.0,174.85000000000002,20.0,3.0,3600.0,2.0,5.0,suvarna
suvarna-958,O=C=O,[H][H],CO,[Cu].[Al].[K],1.82,1.0,279.85,360.0,3.8,10588.235294117649,3.0,17.1,suvarna
suvarna-959,O=C=O,[H][H],CO,[In].[Al],1.7999999999999998,1.0,249.85,40.0,3.0,21600.0,2.0,6.2,suvarna
suvarna-960,O=C=O,[H][H],CO,[Cu].[Ce],1.7919999999999998,1.0,269.85,30.0,3.0,3000.0,2.0,10.0,suvarna
suvarna-961,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],1.7792,1.0,249.85,30.0,3.0,3000.0,3.0,20.0,suvarna
suvarna-962,O=C=O,[H][H],CO,[In].[Pt],1.76817165185694,1.0,219.85,20.0,3.0,24000.0,2.0,99.66,suvarna
suvarna-963,O=C=O,[H][H],CO,[Pd].[Ce],1.75985334555453,1.0,279.85,30.0,3.0,2000.0,2.0,1.96,suvarna
suvarna-964,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],1.7568000000000001,1.0,249.85,30.0,3.0,3000.0,3.0,5.0,suvarna
suvarna-965,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],1.7504,1.0,229.85,30.0,3.0,3000.0,3.0,5.0,suvarna
suvarna-966,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],1.7375999999999998,1.0,209.85,30.0,3.0,3000.0,3.0,5.0,suvarna
suvarna-967,O=C=O,[H][H],CO,[In],1.7262361738404501,1.0,239.85,30.0,3.0,7500.0,1.0,100.0,suvarna
suvarna-968,O=C=O,[H][H],CO,[Cu].[Ce],1.7152,1.0,249.85,30.0,3.0,3000.0,2.0,10.0,suvarna
suvarna-969,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],1.71464557787426,1.0,259.85,20.0,3.0,15600.0,3.0,31.0,suvarna
suvarna-970,O=C=O,[H][H],CO,[Pd].[Si].[Cu],1.710407239819,1.0,249.85,41.0,1.0,3600.0,3.0,7.0,suvarna
suvarna-971,O=C=O,[H][H],CO,[In],1.69668373525803,1.0,339.85,20.0,4.0,16000.0,1.0,100.0,suvarna
suvarna-972,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],1.6768,1.0,229.85,30.0,3.0,3000.0,3.0,20.0,suvarna
suvarna-973,O=C=O,[H][H],CO,[Pd].[Si].[Cu],1.61266968325792,1.0,249.85,41.0,1.0,3600.0,3.0,5.0,suvarna
suvarna-974,O=C=O,[H][H],CO,[Cu].[Zn].[Pd].[Na],1.6,1.0,239.85,60.0,3.0,14800.0,4.0,17.0,suvarna
suvarna-975,O=C=O,[H][H],CO,[In],1.5860442508146302,1.0,224.85,50.0,4.0,21000.0,1.0,100.0,suvarna
suvarna-976,O=C=O,[H][H],CO,[Pd].[Si].[Cu],1.56703384510016,1.0,249.85,41.0,3.0,3600.0,3.0,12.0,suvarna
suvarna-977,O=C=O,[H][H],CO,[Pd].[Ce],1.51054078826763,1.0,259.85,30.0,3.0,2000.0,2.0,1.96,suvarna
suvarna-978,O=C=O,[H][H],CO,[Cu].[Ce],1.504,1.0,229.85,30.0,3.0,3000.0,2.0,10.0,suvarna
suvarna-979,O=C=O,[H][H],CO,[Pd].[Zn],1.50249873753737,1.0,199.85,1.0,9.0,7500.0,2.0,18.1,suvarna
suvarna-980,O=C=O,[H][H],CO,[Pd].[Ce],1.49287865386083,1.0,229.85,30.0,3.0,2400.0,2.0,5.0,suvarna
suvarna-981,O=C=O,[H][H],CO,[Cu].[Al],1.49,1.0,199.85,30.0,3.8,10588.235294117649,2.0,18.0,suvarna
